INDICATOR,Indicator,LOCATION,Country,TIME,Time,Value,Flag Codes,Flags
20402,Researchers (FTE) - Engineering and technology,MLT,Malta,2010,2010,197,,
20402,Researchers (FTE) - Engineering and technology,MLT,Malta,2011,2011,232,,
20402,Researchers (FTE) - Engineering and technology,MLT,Malta,2012,2012,267,,
20402,Researchers (FTE) - Engineering and technology,MLT,Malta,2013,2013,259,,
20402,Researchers (FTE) - Engineering and technology,MLT,Malta,2014,2014,248,,
20402,Researchers (FTE) - Engineering and technology,MLT,Malta,2015,2015,251,,
20402,Researchers (FTE) - Engineering and technology,MLT,Malta,2016,2016,317,,
20402,Researchers (FTE) - Engineering and technology,MLT,Malta,2017,2017,340,,
20402,Researchers (FTE) - Engineering and technology,MDA,Republic of Moldova,2007,2007,507,,
20402,Researchers (FTE) - Engineering and technology,MDA,Republic of Moldova,2009,2009,486,,
20402,Researchers (FTE) - Engineering and technology,MDA,Republic of Moldova,2011,2011,345,,
20402,Researchers (FTE) - Engineering and technology,MDA,Republic of Moldova,2013,2013,304,,
20402,Researchers (FTE) - Engineering and technology,MDA,Republic of Moldova,2014,2014,282,,
20402,Researchers (FTE) - Engineering and technology,MDA,Republic of Moldova,2015,2015,378,,
20402,Researchers (FTE) - Engineering and technology,MDA,Republic of Moldova,2016,2016,357,,
20402,Researchers (FTE) - Engineering and technology,MDA,Republic of Moldova,2017,2017,349,,
20402,Researchers (FTE) - Engineering and technology,MDA,Republic of Moldova,2018,2018,323,,
20402,Researchers (FTE) - Engineering and technology,MAR,Morocco,2006,2006,1103,,
20402,Researchers (FTE) - Engineering and technology,MAR,Morocco,2008,2008,1126,,
20402,Researchers (FTE) - Engineering and technology,MAR,Morocco,2010,2010,1233,,
20402,Researchers (FTE) - Engineering and technology,MAR,Morocco,2011,2011,1775,,
20402,Researchers (FTE) - Engineering and technology,MOZ,Mozambique,2006,2006,21,,
20402,Researchers (FTE) - Engineering and technology,MOZ,Mozambique,2010,2010,201.08,,
20402,Researchers (FTE) - Engineering and technology,MOZ,Mozambique,2015,2015,95.98,,
20402,Researchers (FTE) - Engineering and technology,PAK,Pakistan,2005,2005,2657,,
20402,Researchers (FTE) - Engineering and technology,PAK,Pakistan,2007,2007,5127,,
20402,Researchers (FTE) - Engineering and technology,PAK,Pakistan,2009,2009,5040,,
20402,Researchers (FTE) - Engineering and technology,PAK,Pakistan,2011,2011,4841,,
20402,Researchers (FTE) - Engineering and technology,PAK,Pakistan,2013,2013,5529,,
20402,Researchers (FTE) - Engineering and technology,PAK,Pakistan,2015,2015,10270,,
20402,Researchers (FTE) - Engineering and technology,PAK,Pakistan,2017,2017,10058.1,,
20402,Researchers (FTE) - Engineering and technology,PHL,Philippines,2005,2005,3052,,
20402,Researchers (FTE) - Engineering and technology,PHL,Philippines,2007,2007,2998,,
20402,Researchers (FTE) - Engineering and technology,PHL,Philippines,2009,2009,3481.89985,,
20402,Researchers (FTE) - Engineering and technology,PHL,Philippines,2011,2011,3767.70141,,
20402,Researchers (FTE) - Engineering and technology,PHL,Philippines,2013,2013,11260.00333,,
20402,Researchers (FTE) - Engineering and technology,PHL,Philippines,2015,2015,4921.88927,,
20402,Researchers (FTE) - Engineering and technology,ROU,Romania,2000,2000,13603,,
20402,Researchers (FTE) - Engineering and technology,ROU,Romania,2001,2001,12491,,
20402,Researchers (FTE) - Engineering and technology,ROU,Romania,2002,2002,11631,,
20402,Researchers (FTE) - Engineering and technology,ROU,Romania,2003,2003,12117,,
20402,Researchers (FTE) - Engineering and technology,ROU,Romania,2004,2004,10874,,
20402,Researchers (FTE) - Engineering and technology,ROU,Romania,2005,2005,12409,,
20402,Researchers (FTE) - Engineering and technology,ROU,Romania,2006,2006,8563,,
20402,Researchers (FTE) - Engineering and technology,ROU,Romania,2007,2007,8847,,
20402,Researchers (FTE) - Engineering and technology,ROU,Romania,2008,2008,8084,,
20402,Researchers (FTE) - Engineering and technology,ROU,Romania,2009,2009,8275,,
20402,Researchers (FTE) - Engineering and technology,ROU,Romania,2010,2010,8804,,
20402,Researchers (FTE) - Engineering and technology,ROU,Romania,2011,2011,6782,,
20402,Researchers (FTE) - Engineering and technology,ROU,Romania,2012,2012,9355,,
20402,Researchers (FTE) - Engineering and technology,ROU,Romania,2013,2013,9307,,
20402,Researchers (FTE) - Engineering and technology,ROU,Romania,2014,2014,8488,,
20402,Researchers (FTE) - Engineering and technology,ROU,Romania,2015,2015,7962,,
20402,Researchers (FTE) - Engineering and technology,ROU,Romania,2016,2016,8863,,
20402,Researchers (FTE) - Engineering and technology,ROU,Romania,2017,2017,8223,,
20402,Researchers (FTE) - Engineering and technology,SEN,Senegal,2008,2008,203.4,,
20402,Researchers (FTE) - Engineering and technology,SEN,Senegal,2010,2010,99.1,,
20402,Researchers (FTE) - Engineering and technology,SEN,Senegal,2015,2015,812.9,,
20402,Researchers (FTE) - Engineering and technology,SGP,Singapore,2002,2002,10969.05,,
20402,Researchers (FTE) - Engineering and technology,SGP,Singapore,2003,2003,12933.96,,
20402,Researchers (FTE) - Engineering and technology,SGP,Singapore,2004,2004,14245.7,,
20402,Researchers (FTE) - Engineering and technology,SGP,Singapore,2005,2005,14867.06,,
20402,Researchers (FTE) - Engineering and technology,SGP,Singapore,2006,2006,15647.84,,
20402,Researchers (FTE) - Engineering and technology,SGP,Singapore,2007,2007,17471.21,,
20402,Researchers (FTE) - Engineering and technology,SGP,Singapore,2008,2008,18091.7,,
20402,Researchers (FTE) - Engineering and technology,SGP,Singapore,2009,2009,19531.61,,
20402,Researchers (FTE) - Engineering and technology,SGP,Singapore,2010,2010,20124.803,,
20402,Researchers (FTE) - Engineering and technology,SGP,Singapore,2011,2011,21229.83,,
20402,Researchers (FTE) - Engineering and technology,SGP,Singapore,2012,2012,20980.675,,
20402,Researchers (FTE) - Engineering and technology,SGP,Singapore,2013,2013,22124.535,,
20402,Researchers (FTE) - Engineering and technology,SGP,Singapore,2014,2014,22421.989,,
20402,Researchers (FTE) - Engineering and technology,SGP,Singapore,2015,2015,24043.621,,
20402,Researchers (FTE) - Engineering and technology,SGP,Singapore,2016,2016,23730.702,,
20402,Researchers (FTE) - Engineering and technology,SGP,Singapore,2017,2017,23152.628,,
20402,Researchers (FTE) - Engineering and technology,SVN,Slovenia,2000,2000,1770,,
20402,Researchers (FTE) - Engineering and technology,SVN,Slovenia,2001,2001,1855,,
20402,Researchers (FTE) - Engineering and technology,SVN,Slovenia,2002,2002,1933,,
20402,Researchers (FTE) - Engineering and technology,SVN,Slovenia,2003,2003,1657,,
20402,Researchers (FTE) - Engineering and technology,SVN,Slovenia,2004,2004,1820,,
20402,Researchers (FTE) - Engineering and technology,SVN,Slovenia,2005,2005,2296,,
20402,Researchers (FTE) - Engineering and technology,SVN,Slovenia,2006,2006,2529,,
20402,Researchers (FTE) - Engineering and technology,SVN,Slovenia,2007,2007,2640,,
20402,Researchers (FTE) - Engineering and technology,SVN,Slovenia,2008,2008,2952,,
20402,Researchers (FTE) - Engineering and technology,SVN,Slovenia,2009,2009,3360,,
20402,Researchers (FTE) - Engineering and technology,SVN,Slovenia,2010,2010,3494,,
20402,Researchers (FTE) - Engineering and technology,SVN,Slovenia,2011,2011,3745,,
20402,Researchers (FTE) - Engineering and technology,SVN,Slovenia,2012,2012,4036,,
20402,Researchers (FTE) - Engineering and technology,SVN,Slovenia,2013,2013,4068,,
20402,Researchers (FTE) - Engineering and technology,SVN,Slovenia,2015,2015,3507,,
20402,Researchers (FTE) - Engineering and technology,SVN,Slovenia,2016,2016,3714,,
20402,Researchers (FTE) - Engineering and technology,SVN,Slovenia,2017,2017,4477.6,,
20402,Researchers (FTE) - Engineering and technology,LKA,Sri Lanka,2004,2004,773,,
20402,Researchers (FTE) - Engineering and technology,LKA,Sri Lanka,2006,2006,217,,
20402,Researchers (FTE) - Engineering and technology,LKA,Sri Lanka,2008,2008,404,,
20402,Researchers (FTE) - Engineering and technology,LKA,Sri Lanka,2010,2010,443,,
20402,Researchers (FTE) - Engineering and technology,LKA,Sri Lanka,2013,2013,451,‡,UIS Estimation
20402,Researchers (FTE) - Engineering and technology,LKA,Sri Lanka,2014,2014,356,,
20402,Researchers (FTE) - Engineering and technology,LKA,Sri Lanka,2015,2015,456,,
20402,Researchers (FTE) - Engineering and technology,THA,Thailand,2005,2005,2594,,
20402,Researchers (FTE) - Engineering and technology,THA,Thailand,2014,2014,10207,,
20402,Researchers (FTE) - Engineering and technology,THA,Thailand,2015,2015,6177,,
20402,Researchers (FTE) - Engineering and technology,THA,Thailand,2016,2016,5968,,
20402,Researchers (FTE) - Engineering and technology,THA,Thailand,2017,2017,7387,,
20402,Researchers (FTE) - Engineering and technology,TGO,Togo,2007,2007,13,,
20402,Researchers (FTE) - Engineering and technology,TGO,Togo,2010,2010,18.4,,
20402,Researchers (FTE) - Engineering and technology,TGO,Togo,2012,2012,12.87,,
20402,Researchers (FTE) - Engineering and technology,TGO,Togo,2014,2014,15.2,,
20402,Researchers (FTE) - Engineering and technology,TGO,Togo,2016,2016,17.77,,
20402,Researchers (FTE) - Engineering and technology,TGO,Togo,2017,2017,15.13,,
20402,Researchers (FTE) - Engineering and technology,TGO,Togo,2018,2018,20.41,,
20402,Researchers (FTE) - Engineering and technology,UKR,Ukraine,2007,2007,31349.6,,
20402,Researchers (FTE) - Engineering and technology,UKR,Ukraine,2009,2009,27065.6,,
20402,Researchers (FTE) - Engineering and technology,UKR,Ukraine,2011,2011,24093.1,,
20402,Researchers (FTE) - Engineering and technology,UKR,Ukraine,2013,2013,22555.8,,
20402,Researchers (FTE) - Engineering and technology,UKR,Ukraine,2015,2015,17490.1,,
20402,Researchers (FTE) - Engineering and technology,UKR,Ukraine,2016,2016,19492.2,,
20402,Researchers (FTE) - Engineering and technology,UKR,Ukraine,2017,2017,18668.2,,
20402,Researchers (FTE) - Engineering and technology,UKR,Ukraine,2018,2018,17604.8,,
20402,Researchers (FTE) - Engineering and technology,URY,Uruguay,2000,2000,148.13461,,
20402,Researchers (FTE) - Engineering and technology,URY,Uruguay,2002,2002,132,,
20402,Researchers (FTE) - Engineering and technology,URY,Uruguay,2008,2008,165,,
20402,Researchers (FTE) - Engineering and technology,URY,Uruguay,2009,2009,222,,
20402,Researchers (FTE) - Engineering and technology,URY,Uruguay,2010,2010,251,,
20402,Researchers (FTE) - Engineering and technology,URY,Uruguay,2011,2011,229,,
20402,Researchers (FTE) - Engineering and technology,URY,Uruguay,2012,2012,227,,
20402,Researchers (FTE) - Engineering and technology,URY,Uruguay,2013,2013,233,,
20402,Researchers (FTE) - Engineering and technology,URY,Uruguay,2014,2014,238,,
20402,Researchers (FTE) - Engineering and technology,URY,Uruguay,2015,2015,250,,
20402,Researchers (FTE) - Engineering and technology,URY,Uruguay,2016,2016,254,,
20402,Researchers (FTE) - Engineering and technology,URY,Uruguay,2017,2017,255,,
20402,Researchers (FTE) - Engineering and technology,URY,Uruguay,2018,2018,255,,
20402,Researchers (FTE) - Engineering and technology,VEN,Venezuela (Bolivarian Republic of),2000,2000,195,,
20402,Researchers (FTE) - Engineering and technology,VEN,Venezuela (Bolivarian Republic of),2001,2001,209,,
20402,Researchers (FTE) - Engineering and technology,VEN,Venezuela (Bolivarian Republic of),2002,2002,209,,
20402,Researchers (FTE) - Engineering and technology,VEN,Venezuela (Bolivarian Republic of),2003,2003,316,,
20402,Researchers (FTE) - Engineering and technology,VEN,Venezuela (Bolivarian Republic of),2004,2004,360,,
20402,Researchers (FTE) - Engineering and technology,VEN,Venezuela (Bolivarian Republic of),2005,2005,452,,
20402,Researchers (FTE) - Engineering and technology,VEN,Venezuela (Bolivarian Republic of),2006,2006,539,,
20402,Researchers (FTE) - Engineering and technology,VEN,Venezuela (Bolivarian Republic of),2007,2007,629,,
20402,Researchers (FTE) - Engineering and technology,VEN,Venezuela (Bolivarian Republic of),2008,2008,722,,
20402,Researchers (FTE) - Engineering and technology,VEN,Venezuela (Bolivarian Republic of),2009,2009,745,,
20402,Researchers (FTE) - Engineering and technology,MAC,"China, Macao Special Administrative Region",2005,2005,141.8,,
20402,Researchers (FTE) - Engineering and technology,MAC,"China, Macao Special Administrative Region",2013,2013,93.7,,
20402,Researchers (FTE) - Engineering and technology,MAC,"China, Macao Special Administrative Region",2014,2014,103.44,,
20402,Researchers (FTE) - Engineering and technology,MAC,"China, Macao Special Administrative Region",2015,2015,101.98,,
20402,Researchers (FTE) - Engineering and technology,MAC,"China, Macao Special Administrative Region",2016,2016,236.89,,
20402,Researchers (FTE) - Engineering and technology,MAC,"China, Macao Special Administrative Region",2017,2017,266.38,,
20402,Researchers (FTE) - Engineering and technology,MAC,"China, Macao Special Administrative Region",2018,2018,385.62,,
20402,Researchers (FTE) - Engineering and technology,SRB,Serbia,2007,2007,2580.5,,
20402,Researchers (FTE) - Engineering and technology,SRB,Serbia,2008,2008,2672.9,,
20402,Researchers (FTE) - Engineering and technology,SRB,Serbia,2009,2009,2410.98,,
20402,Researchers (FTE) - Engineering and technology,SRB,Serbia,2010,2010,2384.08,,
20402,Researchers (FTE) - Engineering and technology,SRB,Serbia,2011,2011,2490,,
20402,Researchers (FTE) - Engineering and technology,SRB,Serbia,2012,2012,2703.8,,
20402,Researchers (FTE) - Engineering and technology,SRB,Serbia,2013,2013,2887.2,,
20402,Researchers (FTE) - Engineering and technology,SRB,Serbia,2014,2014,3683.6,,
20402,Researchers (FTE) - Engineering and technology,SRB,Serbia,2015,2015,3902.1,,
20402,Researchers (FTE) - Engineering and technology,SRB,Serbia,2016,2016,4435.4,,
20402,Researchers (FTE) - Engineering and technology,SRB,Serbia,2017,2017,3870.8,,
20402,Researchers (FTE) - Engineering and technology,SRB,Serbia,2018,2018,4052.4,,
20462,Researchers (FTE) - Female - Engineering and technology,CZE,Czechia,2000,2000,895,,
20462,Researchers (FTE) - Female - Engineering and technology,CZE,Czechia,2001,2001,1058,,
20462,Researchers (FTE) - Female - Engineering and technology,CZE,Czechia,2002,2002,971,,
20462,Researchers (FTE) - Female - Engineering and technology,CZE,Czechia,2003,2003,1002,,
20462,Researchers (FTE) - Female - Engineering and technology,CZE,Czechia,2004,2004,979.849,,
20462,Researchers (FTE) - Female - Engineering and technology,CZE,Czechia,2005,2005,1355.997,,
20462,Researchers (FTE) - Female - Engineering and technology,CZE,Czechia,2006,2006,1335.664,,
20462,Researchers (FTE) - Female - Engineering and technology,CZE,Czechia,2007,2007,1766.648,,
20462,Researchers (FTE) - Female - Engineering and technology,CZE,Czechia,2008,2008,1888.37,,
20462,Researchers (FTE) - Female - Engineering and technology,CZE,Czechia,2009,2009,1821.233,,
20462,Researchers (FTE) - Female - Engineering and technology,CZE,Czechia,2010,2010,1656.272,,
20462,Researchers (FTE) - Female - Engineering and technology,CZE,Czechia,2011,2011,1712.687,,
20462,Researchers (FTE) - Female - Engineering and technology,CZE,Czechia,2012,2012,1850.392,,
20462,Researchers (FTE) - Female - Engineering and technology,CZE,Czechia,2013,2013,1967.106,,
20462,Researchers (FTE) - Female - Engineering and technology,CZE,Czechia,2014,2014,2121.614,,
20462,Researchers (FTE) - Female - Engineering and technology,CZE,Czechia,2015,2015,1985.397,,
20462,Researchers (FTE) - Female - Engineering and technology,CZE,Czechia,2016,2016,1747.032,,
20462,Researchers (FTE) - Female - Engineering and technology,CZE,Czechia,2017,2017,1982.661,,
20462,Researchers (FTE) - Female - Engineering and technology,HUN,Hungary,2006,2006,1336,,
20462,Researchers (FTE) - Female - Engineering and technology,HUN,Hungary,2007,2007,1398,,
20462,Researchers (FTE) - Female - Engineering and technology,HUN,Hungary,2008,2008,1428,,
20462,Researchers (FTE) - Female - Engineering and technology,HUN,Hungary,2009,2009,1595,,
20462,Researchers (FTE) - Female - Engineering and technology,HUN,Hungary,2010,2010,1736,,
20462,Researchers (FTE) - Female - Engineering and technology,HUN,Hungary,2011,2011,2010,,
20462,Researchers (FTE) - Female - Engineering and technology,HUN,Hungary,2012,2012,1950,,
20462,Researchers (FTE) - Female - Engineering and technology,HUN,Hungary,2013,2013,1949,,
20462,Researchers (FTE) - Female - Engineering and technology,HUN,Hungary,2014,2014,1959,,
20462,Researchers (FTE) - Female - Engineering and technology,HUN,Hungary,2015,2015,1945,,
20462,Researchers (FTE) - Female - Engineering and technology,HUN,Hungary,2016,2016,1913,,
20462,Researchers (FTE) - Female - Engineering and technology,HUN,Hungary,2017,2017,2185,,
20462,Researchers (FTE) - Female - Engineering and technology,POL,Poland,2003,2003,3350,,
20462,Researchers (FTE) - Female - Engineering and technology,POL,Poland,2004,2004,3484.2,,
20462,Researchers (FTE) - Female - Engineering and technology,POL,Poland,2005,2005,4653,,
20462,Researchers (FTE) - Female - Engineering and technology,POL,Poland,2006,2006,4319,,
20462,Researchers (FTE) - Female - Engineering and technology,POL,Poland,2007,2007,8167,,
20462,Researchers (FTE) - Female - Engineering and technology,POL,Poland,2008,2008,3748,,
20462,Researchers (FTE) - Female - Engineering and technology,POL,Poland,2010,2010,4789,,
20462,Researchers (FTE) - Female - Engineering and technology,POL,Poland,2011,2011,4360,,
20462,Researchers (FTE) - Female - Engineering and technology,POL,Poland,2012,2012,4642,,
20462,Researchers (FTE) - Female - Engineering and technology,POL,Poland,2013,2013,5602,,
20462,Researchers (FTE) - Female - Engineering and technology,POL,Poland,2014,2014,6002,,
20462,Researchers (FTE) - Female - Engineering and technology,POL,Poland,2015,2015,6969,,
20462,Researchers (FTE) - Female - Engineering and technology,POL,Poland,2016,2016,7177,,
20462,Researchers (FTE) - Female - Engineering and technology,POL,Poland,2017,2017,9906,,
20462,Researchers (FTE) - Female - Engineering and technology,PRT,Portugal,2000,2000,1164.668,,
20462,Researchers (FTE) - Female - Engineering and technology,PRT,Portugal,2001,2001,1205.896,,
20462,Researchers (FTE) - Female - Engineering and technology,PRT,Portugal,2002,2002,1312.413,,
20462,Researchers (FTE) - Female - Engineering and technology,PRT,Portugal,2003,2003,1418.93,,
20462,Researchers (FTE) - Female - Engineering and technology,PRT,Portugal,2004,2004,1579.841,,
20462,Researchers (FTE) - Female - Engineering and technology,PRT,Portugal,2005,2005,1740.752,,
20462,Researchers (FTE) - Female - Engineering and technology,PRT,Portugal,2006,2006,2205.765,,
20462,Researchers (FTE) - Female - Engineering and technology,PRT,Portugal,2007,2007,2670.778,,
20462,Researchers (FTE) - Female - Engineering and technology,PRT,Portugal,2008,2008,2988.118,,
20462,Researchers (FTE) - Female - Engineering and technology,PRT,Portugal,2009,2009,3066.834,,
20462,Researchers (FTE) - Female - Engineering and technology,PRT,Portugal,2010,2010,3138.124,,
20462,Researchers (FTE) - Female - Engineering and technology,PRT,Portugal,2011,2011,4337.713,,
20462,Researchers (FTE) - Female - Engineering and technology,PRT,Portugal,2012,2012,3993.884,,
20462,Researchers (FTE) - Female - Engineering and technology,PRT,Portugal,2013,2013,3546.988,,
20462,Researchers (FTE) - Female - Engineering and technology,PRT,Portugal,2014,2014,3649.266,,
20462,Researchers (FTE) - Female - Engineering and technology,PRT,Portugal,2015,2015,3733.931,,
20462,Researchers (FTE) - Female - Engineering and technology,PRT,Portugal,2016,2016,4048.232,,
20462,Researchers (FTE) - Female - Engineering and technology,PRT,Portugal,2017,2017,4678.322,,
20462,Researchers (FTE) - Female - Engineering and technology,SVK,Slovakia,2000,2000,921,,
20462,Researchers (FTE) - Female - Engineering and technology,SVK,Slovakia,2001,2001,816,,
20462,Researchers (FTE) - Female - Engineering and technology,SVK,Slovakia,2002,2002,889,,
20462,Researchers (FTE) - Female - Engineering and technology,SVK,Slovakia,2003,2003,884,,
20462,Researchers (FTE) - Female - Engineering and technology,SVK,Slovakia,2004,2004,879.3,,
20462,Researchers (FTE) - Female - Engineering and technology,SVK,Slovakia,2005,2005,954.1,,
20462,Researchers (FTE) - Female - Engineering and technology,SVK,Slovakia,2006,2006,967.9,,
20462,Researchers (FTE) - Female - Engineering and technology,SVK,Slovakia,2007,2007,1028.7,,
20462,Researchers (FTE) - Female - Engineering and technology,SVK,Slovakia,2008,2008,1112,,
20462,Researchers (FTE) - Female - Engineering and technology,SVK,Slovakia,2009,2009,1210.7,,
20462,Researchers (FTE) - Female - Engineering and technology,SVK,Slovakia,2010,2010,1370,,
20462,Researchers (FTE) - Female - Engineering and technology,SVK,Slovakia,2011,2011,1426.7,,
20462,Researchers (FTE) - Female - Engineering and technology,SVK,Slovakia,2012,2012,1353.5,,
20462,Researchers (FTE) - Female - Engineering and technology,SVK,Slovakia,2013,2013,1306.5,,
20462,Researchers (FTE) - Female - Engineering and technology,SVK,Slovakia,2014,2014,1264.8,,
20462,Researchers (FTE) - Female - Engineering and technology,SVK,Slovakia,2015,2015,1313.9,,
20462,Researchers (FTE) - Female - Engineering and technology,SVK,Slovakia,2016,2016,1084.425,,
20462,Researchers (FTE) - Female - Engineering and technology,SVK,Slovakia,2017,2017,1221.2,,
20462,Researchers (FTE) - Female - Engineering and technology,ESP,Spain,2001,2001,6818.3,,
20462,Researchers (FTE) - Female - Engineering and technology,TUR,Turkey,2005,2005,3855.161,,
20462,Researchers (FTE) - Female - Engineering and technology,TUR,Turkey,2006,2006,4319.687,,
20462,Researchers (FTE) - Female - Engineering and technology,TUR,Turkey,2007,2007,5309.278,,
20462,Researchers (FTE) - Female - Engineering and technology,TUR,Turkey,2008,2008,5979.392,,
20462,Researchers (FTE) - Female - Engineering and technology,TUR,Turkey,2009,2009,6408.064,,
20462,Researchers (FTE) - Female - Engineering and technology,TUR,Turkey,2010,2010,7190.115,,
20462,Researchers (FTE) - Female - Engineering and technology,TUR,Turkey,2011,2011,8005.749,,
20462,Researchers (FTE) - Female - Engineering and technology,TUR,Turkey,2012,2012,9267.008,,
20462,Researchers (FTE) - Female - Engineering and technology,TUR,Turkey,2013,2013,10689.3,,
20462,Researchers (FTE) - Female - Engineering and technology,TUR,Turkey,2014,2014,10776.081,,
20462,Researchers (FTE) - Female - Engineering and technology,TUR,Turkey,2015,2015,11951.373,,
20462,Researchers (FTE) - Female - Engineering and technology,TUR,Turkey,2016,2016,14525.389,,
20462,Researchers (FTE) - Female - Engineering and technology,TUR,Turkey,2017,2017,17272,,
20462,Researchers (FTE) - Female - Engineering and technology,DZA,Algeria,2005,2005,782,,
20462,Researchers (FTE) - Female - Engineering and technology,DZA,Algeria,2017,2017,4016.11,,
20462,Researchers (FTE) - Female - Engineering and technology,BGR,Bulgaria,2000,2000,946,,
20462,Researchers (FTE) - Female - Engineering and technology,BGR,Bulgaria,2001,2001,883,,
20462,Researchers (FTE) - Female - Engineering and technology,BGR,Bulgaria,2002,2002,876,,
20462,Researchers (FTE) - Female - Engineering and technology,BGR,Bulgaria,2003,2003,1048,,
20462,Researchers (FTE) - Female - Engineering and technology,BGR,Bulgaria,2004,2004,1074,,
20462,Researchers (FTE) - Female - Engineering and technology,BGR,Bulgaria,2005,2005,1119,,
20462,Researchers (FTE) - Female - Engineering and technology,BGR,Bulgaria,2006,2006,1014,,
20462,Researchers (FTE) - Female - Engineering and technology,BGR,Bulgaria,2007,2007,1170,,
20462,Researchers (FTE) - Female - Engineering and technology,BGR,Bulgaria,2008,2008,1222,,
20462,Researchers (FTE) - Female - Engineering and technology,BGR,Bulgaria,2009,2009,1234,,
20462,Researchers (FTE) - Female - Engineering and technology,BGR,Bulgaria,2010,2010,817,,
20462,Researchers (FTE) - Female - Engineering and technology,BGR,Bulgaria,2011,2011,782,,
20462,Researchers (FTE) - Female - Engineering and technology,BGR,Bulgaria,2012,2012,967,,
20462,Researchers (FTE) - Female - Engineering and technology,BGR,Bulgaria,2013,2013,1160,,
20462,Researchers (FTE) - Female - Engineering and technology,BGR,Bulgaria,2014,2014,1235,,
20462,Researchers (FTE) - Female - Engineering and technology,BGR,Bulgaria,2015,2015,1560,,
20462,Researchers (FTE) - Female - Engineering and technology,BGR,Bulgaria,2016,2016,1493,,
20462,Researchers (FTE) - Female - Engineering and technology,BGR,Bulgaria,2017,2017,1761,,
20462,Researchers (FTE) - Female - Engineering and technology,BFA,Burkina Faso,2010,2010,15.58,,
20462,Researchers (FTE) - Female - Engineering and technology,CHL,Chile,2007,2007,320.126,,
20462,Researchers (FTE) - Female - Engineering and technology,CHL,Chile,2008,2008,359.803,,
20462,Researchers (FTE) - Female - Engineering and technology,CHL,Chile,2016,2016,656.336,,
20462,Researchers (FTE) - Female - Engineering and technology,COL,Colombia,2013,2013,102,,
20462,Researchers (FTE) - Female - Engineering and technology,COL,Colombia,2014,2014,113,,
20462,Researchers (FTE) - Female - Engineering and technology,COL,Colombia,2015,2015,146,,
20462,Researchers (FTE) - Female - Engineering and technology,COL,Colombia,2016,2016,220,,
20462,Researchers (FTE) - Female - Engineering and technology,COL,Colombia,2017,2017,220,,
20462,Researchers (FTE) - Female - Engineering and technology,CRI,Costa Rica,2005,2005,23,,
20462,Researchers (FTE) - Female - Engineering and technology,HRV,Croatia,2002,2002,667,,
20462,Researchers (FTE) - Female - Engineering and technology,HRV,Croatia,2003,2003,347,,
20462,Researchers (FTE) - Female - Engineering and technology,HRV,Croatia,2004,2004,458,,
20462,Researchers (FTE) - Female - Engineering and technology,HRV,Croatia,2005,2005,438,,
20462,Researchers (FTE) - Female - Engineering and technology,HRV,Croatia,2006,2006,473,,
20462,Researchers (FTE) - Female - Engineering and technology,HRV,Croatia,2007,2007,480,,
20462,Researchers (FTE) - Female - Engineering and technology,HRV,Croatia,2008,2008,585,,
20462,Researchers (FTE) - Female - Engineering and technology,HRV,Croatia,2009,2009,709,,
20462,Researchers (FTE) - Female - Engineering and technology,HRV,Croatia,2010,2010,716,,
20462,Researchers (FTE) - Female - Engineering and technology,HRV,Croatia,2011,2011,668,,
20462,Researchers (FTE) - Female - Engineering and technology,HRV,Croatia,2012,2012,731,,
20462,Researchers (FTE) - Female - Engineering and technology,HRV,Croatia,2013,2013,578,,
20462,Researchers (FTE) - Female - Engineering and technology,HRV,Croatia,2014,2014,615,,
20462,Researchers (FTE) - Female - Engineering and technology,HRV,Croatia,2015,2015,665,,
20462,Researchers (FTE) - Female - Engineering and technology,HRV,Croatia,2016,2016,745,,
20462,Researchers (FTE) - Female - Engineering and technology,HRV,Croatia,2017,2017,735,,
20462,Researchers (FTE) - Female - Engineering and technology,CYP,Cyprus,2000,2000,6,,
20462,Researchers (FTE) - Female - Engineering and technology,CYP,Cyprus,2001,2001,7,,
20462,Researchers (FTE) - Female - Engineering and technology,CYP,Cyprus,2002,2002,8,,
20462,Researchers (FTE) - Female - Engineering and technology,CYP,Cyprus,2003,2003,7,,
20462,Researchers (FTE) - Female - Engineering and technology,CYP,Cyprus,2004,2004,10,,
20462,Researchers (FTE) - Female - Engineering and technology,CYP,Cyprus,2005,2005,17,,
20462,Researchers (FTE) - Female - Engineering and technology,CYP,Cyprus,2006,2006,21,,
20462,Researchers (FTE) - Female - Engineering and technology,CYP,Cyprus,2007,2007,30,,
20462,Researchers (FTE) - Female - Engineering and technology,CYP,Cyprus,2008,2008,30,,
20462,Researchers (FTE) - Female - Engineering and technology,CYP,Cyprus,2009,2009,41,,
20462,Researchers (FTE) - Female - Engineering and technology,CYP,Cyprus,2010,2010,52,,
20462,Researchers (FTE) - Female - Engineering and technology,CYP,Cyprus,2011,2011,59,,
20462,Researchers (FTE) - Female - Engineering and technology,CYP,Cyprus,2012,2012,60,,
20462,Researchers (FTE) - Female - Engineering and technology,CYP,Cyprus,2013,2013,72,,
20462,Researchers (FTE) - Female - Engineering and technology,CYP,Cyprus,2014,2014,73,,
20462,Researchers (FTE) - Female - Engineering and technology,CYP,Cyprus,2015,2015,68,,
20462,Researchers (FTE) - Female - Engineering and technology,CYP,Cyprus,2016,2016,75,,
20462,Researchers (FTE) - Female - Engineering and technology,CYP,Cyprus,2017,2017,83,,
